0.148413,0.501587,1 
0.172538,0.518750,1 
0.106061,0.395076,1 
0.491154,0.674231,1 
0.261120,0.483496,1 
0.177010,0.513287,1 
0.119630,0.402971,1 
0.100459,0.540017,1 
0.131579,0.547368,1 
0.129154,0.433219,1 
0.208194,0.487083,1 
0.138462,0.488889,1 
0.147492,0.508531,1 
0.212500,0.480556,1 
-0.060185,0.444444,1 
0.149020,0.468382,1 
0.060784,0.511765,1 
0.073738,0.511651,1 
0.281548,0.630556,1 
-0.033333,0.550000,1 
0.086500,0.484286,1 
0.172922,0.622078,1 
0.101590,0.510269,1 
0.333333,0.458333,1 
0.168750,0.629167,1 
0.222500,0.321250,1 
0.058796,0.577778,1 
0.043589,0.434394,1 
0.056713,0.502778,1 
0.019524,0.451884,1 
0.093659,0.414130,1 
0.284375,0.659167,1 
0.192552,0.477906,1 
0.138462,0.488889,1 
0.174669,0.501521,1 
0.121255,0.451071,1 
0.180217,0.518193,1 
0.112500,0.506349,1 
0.059223,0.445268,1 
0.258578,0.614706,1 
0.328644,0.434452,1 
0.228535,0.517677,1 
0.020573,0.444125,1 
0.285000,0.492778,1 
0.143620,0.679167,1 
0.260714,0.571310,1 
0.375000,0.481250,1 
0.163260,0.449476,1 
0.252480,0.507549,1 
0.090039,0.616676,1 
0.176924,0.491683,1 
0.121296,0.512963,1 
0.380000,0.598889,1 
0.403906,0.468229,1 
0.116098,0.434988,1 
0.192152,0.485461,1 
0.218796,0.572593,1 
0.134129,0.516585,1 
0.097396,0.501736,1 
0.247097,0.557620,1 
0.138472,0.317361,1 
0.213997,0.385251,1 
0.154368,0.546207,1 
0.320588,0.655229,1 
0.000556,0.433333,1 
0.200682,0.617063,1 
0.156679,0.462570,1 
0.437500,0.422222,1 
0.251667,0.453333,1 
0.117424,0.649417,1 
0.378125,0.712500,1 
0.750000,0.691667,1 
0.145833,0.602083,1 
-0.034405,0.491964,1 
0.156389,0.673333,1 
0.249612,0.580023,1 
0.317222,0.606226,1 
0.058420,0.428398,1 
0.364352,0.614815,1 
0.177469,0.526750,1 
0.256168,0.526054,1 
-0.015625,0.395437,1 
0.226184,0.594342,1 
0.291726,0.590357,1 
0.302083,0.461111,1 
0.335833,0.553333,1 
0.334375,0.558333,1 
0.183333,0.475000,1 
0.249913,0.541375,1 
0.332903,0.525964,1 
0.151619,0.674889,1 
0.159074,0.486481,1 
0.122222,0.535802,1 
0.204199,0.591894,1 
0.350774,0.440206,1 
-0.034149,0.421164,1 
-0.012187,0.431470,1 
0.001765,0.446644,1 
0.182794,0.485644,1 
0.173750,0.331667,1 
0.382345,0.615020,1 
0.206111,0.563889,1 
0.268622,0.512075,1 
0.163561,0.557660,1 
0.096146,0.489667,1 
0.170192,0.567949,1 
0.305903,0.531458,1 
0.137601,0.466287,1 
0.085426,0.508045,1 
0.071812,0.372754,1 
-0.008120,0.564530,1 
0.219667,0.531583,1 
0.112564,0.461667,1 
0.113549,0.515835,1 
0.265476,0.420000,1 
-0.105093,0.645370,1 
0.219008,0.411032,1 
0.093669,0.433441,1 
0.207284,0.589863,1 
0.183005,0.611084,1 
0.075181,0.552088,1 
0.177553,0.614840,1 
0.158780,0.426190,1 
0.210185,0.606481,1 
0.207412,0.467545,1 
0.273731,0.728853,1 
0.445667,0.569333,1 
0.201372,0.511396,1 
0.310417,0.681250,1 
0.278571,0.720000,1 
0.425000,0.350000,1 
0.176199,0.522608,1 
0.562500,0.410714,1 
0.253788,0.571212,1 
0.350000,0.471429,1 
0.298295,0.692424,1 
0.327473,0.522802,1 
0.333030,0.480859,1 
0.221970,0.616369,1 
0.400000,0.450000,1 
0.090843,0.566542,1 
0.107500,0.763125,1 
0.376202,0.669231,1 
0.145355,0.584148,1 
0.143611,0.449097,1 
0.158960,0.576437,1 
0.250458,0.539333,1 
0.374518,0.524242,1 
0.133878,0.604423,1 
0.135175,0.487193,1 
0.156160,0.518677,1 
0.153385,0.546875,1 
0.345713,0.495380,1 
0.151190,0.509734,1 
0.073077,0.397863,1 
0.174646,0.602444,1 
0.327020,0.519444,1 
0.125246,0.495602,1 
0.264545,0.562727,1 
0.155317,0.571429,1 
0.299288,0.546410,1 
0.331250,0.599062,1 
0.248686,0.495933,1 
0.188141,0.631410,1 
0.280264,0.619133,1 
0.169712,0.586640,1 
0.155014,0.550072,1 
0.173413,0.522179,1 
0.132738,0.527778,1 
0.436458,0.613542,1 
0.215000,0.462600,1 
0.288889,0.505370,1 
-0.018873,0.647549,1 
0.022917,0.572917,1 
0.226389,0.391667,1 
0.292722,0.538319,1 
0.320098,0.592647,1 
0.253788,0.571212,1 
0.130365,0.470409,1 
0.075000,0.383974,1 
0.211042,0.590972,1 
0.257222,0.486667,1 
0.132532,0.483974,1 
0.106667,0.487312,1 
0.327684,0.692857,1 
0.169199,0.507974,1 
0.164145,0.526316,1 
0.350000,0.471591,1 
0.137943,0.661394,1 
0.088964,0.402703,1 
0.253010,0.512512,1 
0.218256,0.430388,1 
0.302041,0.474490,1 
0.220918,0.619388,1 
0.200000,0.203365,1 
0.421429,0.771429,1 
0.337500,0.637500,1 
0.540000,0.930000,1 
0.316667,0.591667,1 
0.140882,0.515817,1 
0.036439,0.541212,1 
0.191621,0.403297,1 
0.154877,0.554514,1 
0.195069,0.578165,1 
0.493182,0.556818,1 
0.258958,0.554506,1 
0.347794,0.527941,1 
0.388462,0.592308,1 
0.265909,0.498485,1 
0.326786,0.478571,1 
0.302083,0.633148,1 
0.018750,0.353704,1 
0.305476,0.608095,1 
0.200505,0.569949,1 
0.297277,0.501558,1 
-0.175139,0.664444,1 
0.044866,0.531176,1 
-0.142857,0.647143,1 
0.114062,0.602083,1 
0.019368,0.594780,1 
0.152140,0.386307,1 
0.365000,0.505000,1 
0.168596,0.666930,1 
0.240943,0.526021,1 
0.134632,0.338961,1 
0.225243,0.450833,1 
0.185417,0.527778,1 
0.107631,0.437220,1 
0.322500,0.337500,1 
0.140476,0.270497,1 
0.252536,0.449638,1 
0.309211,0.497807,1 
0.189881,0.430754,1 
0.209442,0.466536,1 
0.266667,0.452778,1 
0.029611,0.513487,1 
0.112128,0.423462,1 
0.066228,0.570468,1 
0.400606,0.572576,1 
0.118254,0.494841,1 
0.434921,0.499206,1 
0.050019,0.567143,1 
0.155357,0.676786,1 
-0.130556,0.352778,1 
0.152174,0.558350,1 
0.219737,0.575548,1 
0.140432,0.562037,1 
0.122656,0.565625,1 
0.553472,0.681944,1 
0.084893,0.555834,1 
0.203251,0.540814,1 
0.094558,0.523356,1 
-0.003906,0.410937,1 
0.055556,0.413757,1 
0.247950,0.610185,1 
0.094961,0.397095,1 
0.456538,0.635000,1 
0.455972,0.581458,1 
0.179328,0.629341,1 
0.103295,0.543863,1 
0.226103,0.555992,1 
0.230333,0.535222,1 
0.157168,0.619444,1 
0.193006,0.566741,1 
0.129498,0.431429,1 
0.038333,0.575417,1 
0.108686,0.384105,1 
